N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 101

1, 0, 163, 1, 1, 0, 1, 0, 0, 9, 8
2, 0, 2, 172, 1, 0, 0, 0, 0, 2, 2
3, 0, 1, 1, 202, 0, 3, 0, 2, 4, 3
4, 1, 1, 0, 0, 174, 0, 2, 2, 2, 3
5, 0, 0, 1, 1, 1, 175, 0, 0, 1, 7
6, 0, 2, 0, 0, 2, 1, 167, 0, 0, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 10, 0, 1, 1, 2, 0, 0, 172, 4
9, 0, 3, 0, 0, 6, 1, 0, 0, 2, 164


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 107

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 3, 0, 1, 0, 0, 0
1, 0, 166, 0, 0, 0, 1, 0, 0, 9, 7
2, 0, 2, 173, 1, 0, 0, 0, 0, 2, 1
3, 0, 1, 1, 204, 0, 3, 0, 2, 3, 2
4, 1, 1, 0, 0, 173, 0, 2, 1, 3, 4
5, 0, 0, 1, 1, 1, 177, 0, 0, 0, 6
6, 0, 3, 0, 0, 2, 1, 166, 0, 0, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 8, 0, 0, 0, 3, 0, 0, 175, 4
9, 0, 4, 0, 1, 6, 1, 0, 1, 2, 161


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 107

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 2, 0, 1, 0, 0, 0
1, 0, 166, 0, 1, 0, 1, 0, 0, 8, 7
2, 0, 2, 174, 0, 0, 0, 0, 0, 3, 0
3, 0, 1, 2, 202, 0, 3, 0, 2, 4, 2
4, 1, 2, 0, 0, 172, 0, 2, 2, 2, 4
5, 0, 0, 1, 1, 1, 176, 1, 0, 0, 6
6, 0, 3, 0, 0, 2, 0, 167, 0, 0, 0
7, 0, 2, 1, 1, 0, 0, 0, 191, 1, 5
8, 0, 9, 0, 0, 1, 1, 0, 1, 174, 4
9, 0, 4, 0, 1, 6, 1, 0, 0, 2, 162


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 112

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 1, 0, 1, 0
1, 0, 168, 1, 0, 1, 1, 1, 0, 5, 6
2, 0, 3, 173, 1, 0, 0, 0, 0, 2, 0
3, 0, 1, 3, 201, 0, 4, 0, 1, 4, 2
4, 1, 0, 0, 0, 175, 0, 2, 1, 2, 4
5, 0, 0, 1, 1, 1, 178, 1, 0, 0, 4
6, 0, 3, 0, 0, 2, 0, 167, 0, 0, 0
7, 0, 2, 2, 1, 1, 0, 0, 188, 2, 5
8, 0, 12, 0, 2, 1, 2, 0, 0, 170, 3
9, 0, 4, 0, 2, 6, 1, 0, 0, 2, 161


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 111

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 165, 1, 0, 1, 1, 0, 0, 8, 7
2, 0, 2, 174, 0, 0, 0, 0, 0, 2, 1
3, 0, 1, 2, 201, 0, 3, 0, 2, 4, 3
4, 1, 1, 0, 0, 174, 0, 2, 1, 2, 4
5, 0, 0, 1, 1, 1, 174, 1, 0, 0, 8
6, 0, 2, 0, 0, 2, 1, 167, 0, 0, 0
7, 0, 2, 2, 1, 1, 0, 0, 189, 1, 5
8, 0, 10, 0, 1, 0, 1, 0, 1, 173, 4
9, 0, 4, 0, 0, 6, 1, 0, 1, 0, 164


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 110

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 168, 1, 0, 0, 1, 1, 0, 5, 7
2, 0, 2, 173, 1, 0, 0, 0, 0, 2, 1
3, 0, 1, 2, 202, 0, 5, 0, 2, 2, 2
4, 1, 0, 0, 0, 175, 0, 2, 2, 2, 3
5, 0, 0, 1, 1, 1, 175, 0, 0, 1, 7
6, 0, 3, 0, 0, 2, 0, 165, 0, 2, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 12, 0, 0, 0, 2, 0, 1, 171, 4
9, 0, 4, 0, 0, 6, 1, 0, 0, 2, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 108

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 1, 0, 1, 0
1, 0, 166, 1, 0, 0, 1, 2, 0, 5, 8
2, 0, 2, 173, 0, 0, 0, 0, 1, 1, 2
3, 0, 1, 2, 204, 0, 4, 0, 0, 3, 2
4, 1, 2, 0, 0, 173, 0, 2, 2, 2, 3
5, 0, 0, 1, 1, 1, 175, 0, 0, 0, 8
6, 0, 2, 0, 0, 2, 1, 166, 0, 1, 0
7, 0, 2, 1, 1, 1, 0, 0, 191, 1, 4
8, 0, 11, 0, 1, 1, 0, 0, 0, 174, 3
9, 0, 4, 0, 0, 6, 1, 0, 2, 0, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 110

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 167, 1, 0, 0, 1, 0, 0, 7, 7
2, 0, 2, 174, 0, 0, 0, 0, 0, 2, 1
3, 0, 1, 1, 201, 0, 4, 0, 2, 5, 2
4, 1, 0, 0, 0, 175, 0, 2, 1, 2, 4
5, 0, 0, 1, 1, 1, 174, 1, 0, 0, 8
6, 0, 2, 0, 0, 2, 1, 166, 0, 1, 0
7, 0, 2, 1, 1, 2, 0, 0, 188, 1, 6
8, 0, 10, 0, 0, 0, 1, 0, 1, 175, 3
9, 0, 4, 0, 0, 6, 1, 0, 1, 2, 162


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 116

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 166, 1, 1, 1, 1, 0, 0, 6, 7
2, 0, 2, 174, 0, 0, 0, 0, 0, 2, 1
3, 0, 1, 2, 200, 0, 4, 0, 2, 5, 2
4, 1, 1, 0, 0, 174, 0, 2, 1, 2, 4
5, 0, 0, 1, 1, 1, 174, 1, 0, 1, 7
6, 0, 3, 0, 0, 2, 1, 165, 0, 1, 0
7, 0, 2, 2, 1, 1, 0, 0, 188, 2, 5
8, 0, 10, 0, 1, 1, 1, 1, 0, 172, 4
9, 0, 3, 0, 0, 6, 1, 0, 1, 2, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 115

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 1, 0, 1, 0
1, 0, 165, 1, 0, 1, 1, 0, 0, 7, 8
2, 0, 3, 172, 0, 0, 0, 0, 0, 3, 1
3, 0, 1, 1, 203, 0, 4, 0, 2, 4, 1
4, 1, 2, 0, 0, 173, 0, 3, 1, 2, 3
5, 0, 0, 1, 1, 1, 175, 0, 0, 0, 8
6, 0, 2, 0, 0, 2, 0, 166, 0, 2, 0
7, 0, 2, 1, 1, 1, 0, 0, 192, 1, 3
8, 0, 14, 0, 1, 1, 1, 1, 0, 169, 3
9, 0, 3, 0, 0, 6, 1, 0, 2, 1, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 112

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 4, 0, 1, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 0, 8, 7
2, 0, 3, 172, 1, 0, 0, 0, 0, 3, 0
3, 0, 1, 2, 200, 0, 5, 0, 2, 3, 3
4, 1, 1, 0, 0, 174, 0, 2, 1, 4, 2
5, 0, 0, 1, 1, 1, 174, 1, 0, 0, 8
6, 1, 2, 0, 0, 2, 0, 167, 0, 0, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 7, 0, 0, 1, 2, 0, 0, 177, 3
9, 3, 3, 0, 1, 6, 1, 0, 0, 1, 161


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 108

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 1, 0, 1, 0
1, 0, 167, 1, 0, 0, 1, 2, 0, 5, 7
2, 0, 4, 171, 0, 0, 0, 0, 0, 3, 1
3, 0, 1, 1, 203, 0, 6, 0, 1, 2, 2
4, 1, 0, 0, 0, 174, 0, 2, 1, 4, 3
5, 0, 0, 1, 1, 1, 176, 1, 0, 0, 6
6, 0, 3, 0, 0, 2, 0, 167, 0, 0, 0
7, 0, 2, 2, 1, 1, 0, 0, 189, 1, 5
8, 0, 9, 0, 0, 0, 1, 0, 1, 175, 4
9, 0, 4, 0, 0, 6, 1, 0, 1, 1, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 117

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 181, 0, 0, 0, 3, 0, 1, 0, 1, 0
1, 0, 166, 1, 0, 0, 1, 2, 1, 4, 8
2, 0, 2, 173, 0, 0, 0, 0, 0, 3, 1
3, 0, 1, 0, 203, 0, 7, 0, 0, 4, 1
4, 1, 2, 0, 0, 172, 0, 3, 1, 2, 4
5, 0, 1, 1, 0, 1, 176, 0, 0, 0, 7
6, 0, 2, 0, 0, 2, 0, 166, 0, 2, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 13, 0, 1, 1, 1, 1, 1, 167, 5
9, 0, 3, 0, 0, 6, 1, 0, 1, 2, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 109

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 167, 1, 0, 1, 1, 0, 0, 5, 8
2, 0, 2, 173, 0, 0, 0, 0, 0, 3, 1
3, 0, 0, 2, 206, 0, 3, 0, 0, 3, 2
4, 1, 1, 0, 0, 174, 0, 2, 2, 3, 2
5, 0, 0, 1, 1, 1, 175, 0, 0, 0, 8
6, 0, 3, 0, 0, 2, 1, 165, 0, 1, 0
7, 0, 2, 3, 1, 1, 0, 0, 188, 1, 5
8, 0, 9, 0, 0, 1, 2, 1, 0, 173, 4
9, 0, 5, 0, 0, 6, 1, 0, 1, 1, 162


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 112

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 2, 0, 1, 0, 1, 0
1, 0, 167, 1, 0, 1, 1, 0, 0, 7, 6
2, 0, 2, 173, 1, 0, 0, 0, 0, 2, 1
3, 0, 1, 2, 202, 0, 4, 0, 2, 3, 2
4, 1, 1, 0, 0, 174, 0, 3, 0, 3, 3
5, 0, 0, 1, 1, 1, 175, 0, 0, 0, 8
6, 0, 3, 0, 0, 2, 1, 165, 0, 1, 0
7, 0, 2, 2, 1, 1, 0, 0, 189, 1, 5
8, 0, 12, 0, 0, 0, 1, 0, 1, 172, 4
9, 0, 4, 0, 0, 6, 1, 0, 0, 2, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 108

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 2, 0, 1, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 0, 8, 7
2, 0, 2, 173, 1, 0, 0, 0, 0, 2, 1
3, 0, 1, 1, 204, 0, 3, 0, 2, 3, 2
4, 1, 0, 0, 0, 175, 0, 2, 1, 3, 3
5, 0, 0, 1, 1, 1, 174, 0, 0, 0, 9
6, 0, 3, 0, 0, 2, 1, 165, 0, 1, 0
7, 0, 2, 2, 1, 1, 0, 0, 188, 1, 6
8, 0, 10, 0, 0, 0, 2, 0, 0, 175, 3
9, 0, 4, 0, 0, 6, 1, 0, 0, 2, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 104

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 2, 0, 1, 0, 0, 0
1, 0, 165, 1, 0, 0, 1, 1, 0, 8, 7
2, 0, 2, 175, 0, 0, 0, 0, 0, 1, 1
3, 0, 1, 2, 200, 0, 3, 0, 2, 5, 3
4, 1, 1, 0, 0, 174, 0, 2, 2, 2, 3
5, 0, 0, 1, 1, 1, 175, 1, 0, 0, 7
6, 0, 3, 0, 0, 2, 0, 166, 0, 1, 0
7, 0, 2, 1, 1, 1, 0, 0, 189, 1, 6
8, 0, 5, 0, 0, 0, 2, 0, 0, 180, 3
9, 0, 4, 0, 1, 6, 1, 0, 0, 1, 163


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 109

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 182, 0, 0, 0, 3, 0, 1, 0, 0, 0
1, 0, 166, 1, 1, 0, 1, 0, 0, 6, 8
2, 0, 2, 174, 1, 0, 0, 0, 0, 1, 1
3, 0, 1, 1, 202, 0, 4, 0, 2, 3, 3
4, 1, 1, 0, 0, 174, 0, 2, 0, 4, 3
5, 0, 0, 1, 1, 1, 177, 0, 0, 0, 6
6, 0, 2, 0, 0, 2, 1, 167, 0, 0, 0
7, 0, 2, 1, 1, 1, 0, 0, 190, 1, 5
8, 0, 11, 0, 0, 1, 1, 0, 1, 171, 5
9, 1, 3, 0, 0, 6, 2, 0, 1, 1, 162


Média: 108
N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 2, 1, 1, 7, 3
2, 0, 1, 182, 0, 0, 1, 0, 0, 3, 0
3, 0, 0, 0, 183, 0, 4, 0, 0, 3, 1
4, 1, 1, 0, 0, 177, 0, 1, 0, 3, 2
5, 0, 0, 1, 2, 0, 166, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 202, 2, 1
8, 0, 8, 0, 0, 1, 2, 2, 1, 184, 4
9, 0, 4, 0, 0, 2, 3, 0, 4, 2, 168


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 170, 0, 0, 0, 1, 1, 1, 7, 3
2, 0, 2, 179, 1, 0, 1, 0, 0, 4, 0
3, 0, 0, 0, 183, 0, 4, 1, 0, 2, 1
4, 1, 2, 0, 0, 175, 0, 1, 1, 3, 2
5, 0, 0, 1, 2, 0, 167, 0, 0, 0, 3
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 9, 0, 0, 1, 2, 2, 1, 183, 4
9, 0, 3, 0, 1, 1, 4, 0, 4, 3, 167


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 170, 1, 0, 0, 1, 1, 0, 7, 3
2, 0, 3, 179, 1, 0, 0, 0, 0, 3, 1
3, 0, 0, 0, 184, 0, 4, 0, 0, 2, 1
4, 1, 2, 0, 0, 176, 0, 1, 0, 3, 2
5, 0, 0, 1, 1, 0, 167, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 0, 0, 204, 1, 1
8, 0, 12, 0, 0, 2, 2, 1, 2, 178, 5
9, 0, 3, 0, 0, 4, 4, 0, 5, 2, 165


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 86

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 168, 0, 0, 0, 3, 1, 2, 6, 3
2, 0, 1, 181, 1, 0, 0, 0, 0, 4, 0
3, 0, 0, 0, 184, 0, 4, 0, 0, 2, 1
4, 1, 2, 0, 0, 176, 0, 1, 0, 1, 4
5, 0, 0, 1, 2, 0, 166, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 9, 0, 0, 1, 2, 2, 2, 184, 2
9, 0, 2, 0, 1, 1, 3, 0, 6, 2, 168


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 3, 1, 0, 7, 3
2, 0, 2, 180, 0, 0, 0, 0, 0, 5, 0
3, 0, 0, 0, 183, 0, 4, 0, 0, 3, 1
4, 1, 1, 0, 0, 176, 0, 1, 0, 4, 2
5, 0, 0, 1, 2, 0, 166, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 2, 0, 202, 1, 1
8, 0, 10, 0, 0, 1, 2, 1, 2, 182, 4
9, 0, 4, 0, 0, 1, 4, 0, 4, 3, 167


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 2, 1, 2, 6, 3
2, 0, 1, 181, 0, 0, 0, 0, 0, 5, 0
3, 0, 0, 0, 183, 0, 4, 1, 0, 2, 1
4, 1, 2, 0, 0, 176, 0, 0, 1, 4, 1
5, 0, 0, 1, 1, 0, 167, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 8, 0, 0, 2, 2, 2, 1, 183, 4
9, 0, 4, 0, 1, 2, 3, 0, 4, 2, 167


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 2, 0, 1, 0, 0, 0
1, 0, 167, 0, 0, 0, 2, 1, 2, 8, 3
2, 0, 1, 182, 0, 0, 1, 0, 0, 3, 0
3, 0, 0, 0, 183, 0, 4, 0, 0, 3, 1
4, 1, 2, 0, 0, 175, 0, 1, 1, 3, 2
5, 0, 0, 1, 1, 0, 168, 0, 0, 0, 3
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 9, 0, 0, 1, 3, 2, 1, 182, 4
9, 0, 3, 0, 2, 1, 4, 0, 3, 2, 168


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 168, 0, 0, 0, 2, 1, 2, 7, 3
2, 1, 1, 183, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 0, 184, 0, 4, 0, 0, 2, 1
4, 1, 3, 0, 0, 175, 0, 1, 1, 3, 1
5, 0, 0, 1, 2, 0, 168, 0, 0, 0, 2
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 8, 0, 0, 0, 2, 2, 2, 185, 3
9, 0, 3, 0, 1, 1, 5, 0, 5, 2, 166


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 2, 2, 1, 6, 3
2, 1, 2, 179, 0, 0, 0, 0, 0, 5, 0
3, 0, 0, 0, 183, 0, 4, 1, 0, 2, 1
4, 1, 3, 0, 0, 175, 0, 1, 2, 2, 1
5, 0, 0, 1, 1, 0, 167, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 202, 2, 1
8, 0, 8, 0, 0, 1, 2, 2, 1, 184, 4
9, 0, 2, 1, 1, 1, 4, 0, 4, 2, 168


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 1, 1, 1, 8, 3
2, 2, 2, 180, 0, 0, 0, 0, 0, 3, 0
3, 0, 0, 1, 183, 0, 4, 0, 0, 2, 1
4, 1, 2, 0, 0, 175, 0, 1, 2, 2, 2
5, 1, 0, 0, 1, 0, 168, 0, 0, 0, 3
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 204, 1, 0
8, 0, 9, 1, 0, 1, 2, 2, 2, 181, 4
9, 0, 4, 0, 1, 3, 4, 0, 4, 2, 165


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 2, 1, 1, 7, 3
2, 0, 1, 182, 0, 0, 0, 0, 0, 4, 0
3, 0, 0, 0, 183, 0, 4, 1, 0, 2, 1
4, 1, 1, 0, 0, 176, 0, 2, 0, 3, 2
5, 0, 0, 1, 1, 0, 168, 0, 0, 0, 3
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 1, 8, 0, 0, 1, 2, 1, 1, 184, 4
9, 0, 4, 0, 0, 3, 3, 0, 4, 2, 167


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 86

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 183, 0, 0, 0, 2, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 3, 1, 1, 6, 3
2, 0, 2, 181, 0, 0, 0, 0, 0, 4, 0
3, 0, 0, 0, 183, 0, 4, 1, 0, 2, 1
4, 0, 1, 0, 0, 177, 0, 2, 0, 3, 2
5, 0, 0, 1, 1, 0, 166, 0, 0, 0, 5
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 0, 0, 204, 1, 1
8, 0, 9, 0, 0, 1, 2, 1, 0, 185, 4
9, 0, 4, 0, 2, 1, 4, 0, 4, 2, 166


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 83

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 168, 0, 0, 0, 3, 1, 1, 7, 3
2, 0, 1, 182, 0, 0, 1, 0, 0, 3, 0
3, 0, 0, 0, 184, 0, 4, 0, 0, 1, 2
4, 1, 2, 0, 0, 175, 0, 1, 1, 3, 2
5, 0, 0, 1, 1, 0, 170, 0, 0, 0, 1
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 8, 0, 0, 1, 2, 2, 1, 184, 4
9, 0, 3, 0, 1, 1, 5, 0, 4, 2, 167


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 170, 0, 0, 0, 2, 1, 1, 6, 3
2, 0, 2, 180, 1, 0, 0, 0, 0, 4, 0
3, 0, 0, 0, 184, 0, 4, 0, 0, 1, 2
4, 1, 3, 0, 0, 176, 0, 1, 0, 3, 1
5, 0, 0, 1, 1, 0, 167, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 0, 0, 203, 2, 1
8, 1, 9, 0, 0, 1, 2, 2, 1, 183, 3
9, 0, 3, 0, 1, 1, 5, 0, 5, 2, 166


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 168, 1, 0, 0, 1, 1, 1, 8, 3
2, 0, 1, 182, 0, 0, 1, 0, 0, 3, 0
3, 0, 0, 0, 183, 0, 4, 0, 0, 3, 1
4, 1, 2, 0, 0, 176, 0, 0, 1, 3, 2
5, 0, 0, 1, 2, 0, 166, 0, 0, 0, 4
6, 0, 1, 0, 0, 1, 0, 174, 0, 0, 0
7, 0, 0, 1, 1, 0, 1, 0, 203, 1, 1
8, 0, 8, 0, 0, 1, 2, 1, 1, 185, 4
9, 0, 4, 0, 0, 1, 4, 0, 4, 2, 168


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 184, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 169, 0, 0, 0, 2, 1, 1, 7, 3
